1,1,1,12:00,45000
2,1,1,14:25,45000
3,1,1,16:50,45000
4,1,1,19:15,45000
5,1,20,12:15,55000
6,1,20,14:40,55000
7,1,20,17:05,55000
8,1,20,19:30,55000
9,1,25,12:00,50000
10,1,25,14:25,50000
11,1,25,16:50,50000
12,1,28,12:15,55000
13,1,28,14:40,55000
14,1,28,17:05,55000
15,1,28,19:30,55000
16,1,38,12:00,55000
17,1,38,14:25,55000
18,1,38,16:50,55000
19,1,38,19:15,55000
20,1,40,12:00,55000
21,1,40,14:25,55000
22,1,40,16:50,55000
23,1,43,12:15,55000
24,1,43,14:40,55000
25,1,43,17:05,55000
26,1,43,19:30,55000
27,1,48,12:00,45000
28,1,48,14:25,45000
29,1,48,16:50,45000
30,1,62,12:15,50000
31,1,62,14:40,50000
32,1,62,17:05,50000
33,1,66,12:00,50000
34,1,66,14:25,50000
35,1,66,16:50,50000
36,1,67,12:15,45000
37,1,67,14:40,45000
38,1,67,17:05,45000
39,1,71,12:00,50000
40,1,71,14:25,50000
41,1,71,16:50,50000
42,1,80,12:15,50000
43,1,80,14:40,50000
44,1,80,17:05,50000
45,1,94,12:00,45000
46,1,94,14:25,45000
47,1,94,16:50,45000
48,1,98,12:15,55000
49,1,98,14:40,55000
50,1,98,17:05,55000
51,1,101,12:00,40000
52,1,101,14:25,40000
53,1,101,16:50,40000
54,1,112,12:15,35000
55,1,112,14:40,35000
56,1,112,17:05,35000
57,1,116,12:00,45000
58,1,116,14:25,45000
59,1,116,16:50,45000
60,1,121,12:15,45000
61,1,121,14:40,45000
62,1,121,17:05,45000
63,1,125,12:00,50000
64,1,125,14:25,50000
65,1,125,16:50,50000
66,2,17,13:00,45000
67,2,17,15:55,45000
68,2,17,18:50,45000
69,2,17,21:45,45000
70,2,34,13:00,45000
71,2,34,15:55,45000
72,2,34,18:50,45000
73,2,34,21:45,45000
74,3,19,13:20,55000
75,3,19,15:25,55000
76,3,19,17:30,55000
77,3,19,19:35,55000
78,3,19,21:40,55000
79,3,20,13:20,55000
80,3,20,15:25,55000
81,3,20,17:30,55000
82,3,20,19:35,55000
83,3,20,21:40,55000
84,3,26,13:05,55000
85,3,26,15:10,55000
86,3,26,17:15,55000
87,3,26,19:20,55000
88,3,26,21:25,55000
89,3,31,13:20,50000
90,3,31,15:25,50000
